filename,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,meanGenre,sdGenre,minGenre,maxGenre
titles02/index.html.4831,tt0118971,Im Auftrag des Teufels (1997),im auftrag des teufels,http://www.imdb.com/title/tt0118971/,7.5,200900,8640,1997,video.movie,1,5,53,149,407,3,3195.00000,2261.57998,1219,6361
titles03/index.html.2659,tt0119094,Im Körper des Feindes (1997),im k rper des feindes,http://www.imdb.com/title/tt0119094/,7.3,225432,8280,1997,video.movie,8,18,73,589,509,2,2087.50000,79.50000,2008,2167
titles03/index.html.2661,tt0119116,Das fünfte Element (1997),das f nfte element,http://www.imdb.com/title/tt0119116/,7.6,262477,7560,1997,video.movie,7,18,29,1362,710,2,2057.00000,110.00000,1947,2167
titles03/index.html.2671,tt0119229,Ein Mann\, ein Mord (1997),ein mann ein mord,http://www.imdb.com/title/tt0119229/,7.4,63414,6420,1997,video.movie,2,4,57,206,278,3,2935.33333,1200.77318,2008,4631
titles02/index.html.2209,tt0119396,Jackie Brown (1997),jackie brown,http://www.imdb.com/title/tt0119396/,7.5,185138,9240,1997,video.movie,7,12,101,832,422,3,3458.00000,2052.73135,2005,6361
titles03/index.html.2737,tt0120655,Dogma (1999),dogma,http://www.imdb.com/title/tt0120655/,7.4,155121,7800,1999,video.movie,0,0,59,364,1005,3,2529.00000,1534.87546,1009,4631
titles03/index.html.2740,tt0120663,Eyes Wide Shut (1999),eyes wide shut,http://www.imdb.com/title/tt0120663/,7.3,180619,9540,1999,video.movie,5,15,192,538,1467,3,3195.00000,2261.57998,1219,6361
titles02/index.html.3863,tt0120762,Mulan (1998),mulan,http://www.imdb.com/title/tt0120762/,7.5,107855,5280,1998,video.movie,14,13,79,172,202,3,1306.33333,458.42944,900,1947
titles03/index.html.2756,tt0120768,Verhandlungssache (1998),verhandlungssache,http://www.imdb.com/title/tt0120768/,7.3,90354,8400,1998,video.movie,2,6,43,129,270,3,3512.00000,2015.59272,2008,6361
titles03/index.html.2762,tt0120789,Pleasantville - Zu schön\, um wahr zu sein (1998),pleasantville zu sch n um wahr zu sein,http://www.imdb.com/title/tt0120789/,7.5,88047,7440,1998,video.movie,16,23,51,485,673,3,4000.33333,2229.98974,1009,6361
titles02/index.html.3242,tt0120863,The Thin Red Line (1998),the thin red line,http://www.imdb.com/title/tt0120863/,7.6,114343,10200,1998,video.movie,20,19,71,801,1424,2,3547.50000,2813.50000,734,6361
titles03/index.html.2784,tt0120903,X-Men (2000),x men,http://www.imdb.com/title/tt0120903/,7.4,309511,6240,2000,video.movie,11,23,81,8689,1359,2,2057.00000,110.00000,1947,2167
titles02/index.html.4181,tt0120917,Ein Königreich für ein Lama (2000),ein k nigreich f r ein lama,http://www.imdb.com/title/tt0120917/,7.3,89360,4680,2000,video.movie,7,24,71,47,280,3,2492.66667,1571.28490,900,4631
titles02/index.html.3447,tt0122690,Ronin (1998),ronin,http://www.imdb.com/title/tt0122690/,7.3,124152,7320,1998,video.movie,1,3,69,121,563,3,2040.66667,92.73738,1947,2167
titles02/index.html.2990,tt0123755,Cube (1997),cube,http://www.imdb.com/title/tt0123755/,7.4,120317,5400,1997,video.movie,13,7,27,379,659,2,1612.00000,393.00000,1219,2005
titles02/index.html.6308,tt0124315,Gottes Werk & Teufels Beitrag (1999),gottes werk teufels beitrag,http://www.imdb.com/title/tt0124315/,7.4,67891,7560,1999,video.movie,7,28,54,492,420,2,4168.50000,2192.50000,1976,6361
titles03/index.html.2823,tt0126886,Election (1999),election,http://www.imdb.com/title/tt0126886/,7.3,62886,6180,1999,video.movie,22,18,34,381,429,2,5496.00000,865.00000,4631,6361
titles03/index.html.2825,tt0127536,Elizabeth (1998),elizabeth,http://www.imdb.com/title/tt0127536/,7.6,64215,7440,1998,video.movie,32,32,68,1070,402,3,2563.00000,2685.64629,643,6361
titles02/index.html.3954,tt0128442,Rounders (1998),rounders,http://www.imdb.com/title/tt0128442/,7.4,100848,7260,1998,video.movie,1,1,37,278,281,2,4184.50000,2176.50000,2008,6361
titles02/index.html.2902,tt0138704,Pi - Der Film (1998),pi der film,http://www.imdb.com/title/tt0138704/,7.5,116612,5040,1998,video.movie,9,7,40,378,570,1,2005.00000,0.00000,2005,2005
titles02/index.html.2208,tt0139654,Training Day (2001),training day,http://www.imdb.com/title/tt0139654/,7.7,232355,7320,2001,video.movie,16,15,78,1691,604,3,3458.00000,2052.73135,2005,6361
titles02/index.html.2514,tt0144084,American Psycho (2000),american psycho,http://www.imdb.com/title/tt0144084/,7.6,262553,6120,2000,video.movie,4,7,47,1572,1007,2,4184.50000,2176.50000,2008,6361
titles02/index.html.2572,tt0145487,Spider-Man (2002),spider man,http://www.imdb.com/title/tt0145487/,7.3,388552,7260,2002,video.movie,12,44,104,7963,1985,2,1588.00000,579.00000,1009,2167
titles02/index.html.3982,tt0159097,The Virgin Suicides - Verlorene Jugend (1999),the virgin suicides verlorene jugend,http://www.imdb.com/title/tt0159097/,7.3,91852,5820,1999,video.movie,3,11,41,278,504,2,4168.50000,2192.50000,1976,6361
titles02/index.html.3327,tt0162222,Cast Away - Verschollen (2000),cast away verschollen,http://www.imdb.com/title/tt0162222/,7.7,284096,8580,2000,video.movie,15,21,70,605,1002,2,4154.00000,2207.00000,1947,6361
titles03/index.html.2946,tt0162346,Ghost World (2001),ghost world,http://www.imdb.com/title/tt0162346/,7.5,80591,6660,2001,video.movie,35,31,35,304,469,2,5496.00000,865.00000,4631,6361
titles03/index.html.2947,tt0162661,Sleepy Hollow (1999),sleepy hollow,http://www.imdb.com/title/tt0162661/,7.5,211693,6300,1999,video.movie,22,28,74,815,971,2,3790.00000,2571.00000,1219,6361
titles02/index.html.1047,tt0171804,Boys Don't Cry (1999),boys don t cry,http://www.imdb.com/title/tt0171804/,7.6,63699,7080,1999,video.movie,47,27,19,509,423,2,3523.00000,2838.00000,685,6361
titles02/index.html.5256,tt0172493,Durchgeknallt (1999),durchgeknallt,http://www.imdb.com/title/tt0172493/,7.3,97085,7620,1999,video.movie,6,8,60,59,376,2,3523.00000,2838.00000,685,6361
titles02/index.html.2791,tt0174856,Hurricane (1999),hurricane,http://www.imdb.com/title/tt0174856/,7.5,61075,8760,1999,video.movie,7,15,49,74,252,3,2434.33333,2782.06510,257,6361
titles03/index.html.3004,tt0177789,Galaxy Quest - Planlos durchs Weltall (1999),galaxy quest planlos durchs weltall,http://www.imdb.com/title/tt0177789/,7.3,101591,6120,1999,video.movie,7,14,68,521,578,2,3289.00000,1342.00000,1947,4631
titles02/index.html.6665,tt0181689,Minority Report (2002),minority report,http://www.imdb.com/title/tt0181689/,7.7,306842,8700,2002,video.movie,16,50,59,1266,1303,2,1693.00000,474.00000,1219,2167
titles03/index.html.3019,tt0181865,Traffic - Die Macht des Kartells (2000),traffic die macht des kartells,http://www.imdb.com/title/tt0181865/,7.7,149657,8820,2000,video.movie,73,57,112,1203,846,3,3458.00000,2052.73135,2005,6361
titles03/index.html.3036,tt0186151,Frequency (2000),frequency,http://www.imdb.com/title/tt0186151/,7.3,67402,7080,2000,video.movie,2,6,35,53,494,3,3126.00000,2323.56321,1009,6361
titles03/index.html.3056,tt0195685,Erin Brockovich (2000),erin brockovich,http://www.imdb.com/title/tt0195685/,7.3,108383,7860,2000,video.movie,34,43,164,607,474,2,3523.00000,2838.00000,685,6361
titles02/index.html.5733,tt0210945,Gegen jede Regel (2000),gegen jede regel,http://www.imdb.com/title/tt0210945/,7.7,126084,6780,2000,video.movie,8,17,31,289,379,3,2434.33333,2782.06510,257,6361
titles02/index.html.5622,tt0215750,Duell - Enemy at the Gates (2001),duell enemy at the gates,http://www.imdb.com/title/tt0215750/,7.6,140339,7860,2001,video.movie,0,0,52,102,648,3,3003.00000,2438.69965,643,6361
titles03/index.html.3128,tt0217505,Gangs of New York (2002),gangs of new york,http://www.imdb.com/title/tt0217505/,7.5,237708,10020,2002,video.movie,44,62,167,1067,1128,3,3004.00000,2438.29079,643,6361
titles02/index.html.4065,tt0221027,Blow (2001),blow,http://www.imdb.com/title/tt0221027/,7.6,156305,7440,2001,video.movie,1,5,117,267,408,3,3018.00000,2424.77752,685,6361
titles02/index.html.4825,tt0230600,The Others (2001),the others,http://www.imdb.com/title/tt0230600/,7.6,212157,6060,2001,video.movie,23,37,47,289,1086,3,2761.33333,2554.01727,704,6361
titles02/index.html.3980,tt0241303,Chocolat... ein kleiner Biss genügt (2000),chocolat ein kleiner biss gen gt,http://www.imdb.com/title/tt0241303/,7.3,121621,7260,2000,video.movie,8,29,57,302,488,2,4168.50000,2192.50000,1976,6361
titles02/index.html.6469,tt0241527,Harry Potter und der Stein der Weisen (2001),harry potter und der stein der weisen,http://www.imdb.com/title/tt0241527/,7.4,324397,9120,2001,video.movie,14,50,172,665,1516,3,1342.66667,428.10149,1009,1947
titles02/index.html.2040,tt0243133,The Man Who Wasn't There (2001),the man who wasn t there,http://www.imdb.com/title/tt0243133/,7.6,71870,6960,2001,video.movie,25,33,58,113,425,2,4184.50000,2176.50000,2008,6361
titles02/index.html.1589,tt0245574,...mit deiner Mutter auch! (2001),mit deiner mutter auch,http://www.imdb.com/title/tt0245574/,7.7,75928,6360,2001,video.movie,39,30,64,185,377,1,6361.00000,0.00000,6361,6361
titles02/index.html.1443,tt0245844,Monte Cristo (2002),monte cristo,http://www.imdb.com/title/tt0245844/,7.7,85719,7860,2002,video.movie,0,0,31,247,528,3,3491.66667,2030.91200,1947,6361
titles02/index.html.2847,tt0265086,Black Hawk Down (2001),black hawk down,http://www.imdb.com/title/tt0265086/,7.7,226441,8520,2001,video.movie,8,28,100,1102,1079,3,3003.00000,2438.69965,643,6361
titles02/index.html.1811,tt0265666,Die Royal Tenenbaums (2001),die royal tenenbaums,http://www.imdb.com/title/tt0265666/,7.6,159811,6600,2001,video.movie,11,29,61,714,946,2,5496.00000,865.00000,4631,6361
titles02/index.html.39,tt0268380,Ice Age (2002),ice age,http://www.imdb.com/title/tt0268380/,7.6,232174,4860,2002,video.movie,4,23,57,2135,452,3,2492.66667,1571.28490,900,4631
titles02/index.html.5140,tt0272152,K-PAX - Alles ist möglich (2001),k pax alles ist m glich,http://www.imdb.com/title/tt0272152/,7.3,114457,7200,2001,video.movie,0,0,163,60,517,1,6361.00000,0.00000,6361,6361
titles02/index.html.2545,tt0272338,Punch-Drunk Love (2002),punch drunk love,http://www.imdb.com/title/tt0272338/,7.3,85032,5700,2002,video.movie,15,18,46,257,853,3,4322.66667,1803.39649,1976,6361
titles02/index.html.6725,tt0277027,Ich bin Sam (2001),ich bin sam,http://www.imdb.com/title/tt0277027/,7.6,100503,7920,2001,video.movie,8,9,38,215,421,1,6361.00000,0.00000,6361,6361
titles03/index.html.3403,tt0281358,Nur mit Dir (2002),nur mit dir,http://www.imdb.com/title/tt0281358/,7.4,119019,6060,2002,video.movie,4,2,31,266,945,2,4168.50000,2192.50000,1976,6361
titles02/index.html.2620,tt0289043,28 Tage später (2002),tage sp ter,http://www.imdb.com/title/tt0289043/,7.7,231106,6780,2002,video.movie,10,25,41,22,1414,2,1354.50000,650.50000,704,2005
titles02/index.html.4208,tt0289879,Butterfly Effect (2004),butterfly effect,http://www.imdb.com/title/tt0289879/,7.7,270273,6780,2004,video.movie,1,4,94,223,1073,1,2005.00000,0.00000,2005,2005
titles03/index.html.3447,tt0289992,Das Leben des David Gale (2003),das leben des david gale,http://www.imdb.com/title/tt0289992/,7.5,70689,7800,2003,video.movie,0,0,54,31,407,3,3458.00000,2052.73135,2005,6361
titles02/index.html.3188,tt0290334,X-Men 2 (2003),x men,http://www.imdb.com/title/tt0290334/,7.5,283346,7980,2003,video.movie,5,32,182,1271,1018,2,2057.00000,110.00000,1947,2167
titles03/index.html.3453,tt0290673,Irreversibel (2002),irreversibel,http://www.imdb.com/title/tt0290673/,7.4,66372,5820,2002,video.movie,4,5,30,228,637,3,3196.00000,2261.05418,1219,6361
titles03/index.html.3465,tt0293508,Das Phantom der Oper (2004),das phantom der oper,http://www.imdb.com/title/tt0293508/,7.4,78932,8580,2004,video.movie,6,27,57,410,2017,3,2918.66667,2515.72472,419,6361
titles02/index.html.6473,tt0295297,Harry Potter und die Kammer des Schreckens (2002),harry potter und die kammer des schreckens,http://www.imdb.com/title/tt0295297/,7.3,285828,9660,2002,video.movie,10,31,192,467,826,3,1342.66667,428.10149,1009,1947
titles02/index.html.4177,tt0298148,Shrek 2 - Der tollkühne Held kehrt zurück (2004),shrek der tollk hne held kehrt zur ck,http://www.imdb.com/title/tt0298148/,7.3,225979,5580,2004,video.movie,16,35,140,747,465,3,2492.66667,1571.28490,900,4631
titles02/index.html.2037,tt0307901,25 Stunden (2002),stunden,http://www.imdb.com/title/tt0307901/,7.7,127674,8100,2002,video.movie,4,7,31,13,442,2,4184.50000,2176.50000,2008,6361
titles02/index.html.4832,tt0309698,Identität - Identity (2003),identit t identity,http://www.imdb.com/title/tt0309698/,7.3,139722,5400,2003,video.movie,0,0,80,269,693,2,1612.00000,393.00000,1219,2005
titles02/index.html.1249,tt0311113,Master & Commander - Bis ans Ende der Welt (2003),master commander bis ans ende der welt,http://www.imdb.com/title/tt0311113/,7.4,140094,8280,2003,video.movie,22,57,106,312,671,3,3491.66667,2030.91200,1947,6361
titles02/index.html.6450,tt0314331,Tatsächlich... Liebe (2003),tats chlich liebe,http://www.imdb.com/title/tt0314331/,7.7,244478,8100,2003,video.movie,10,19,52,1633,956,3,4322.66667,1803.39649,1976,6361
titles03/index.html.3560,tt0316654,Spider-Man 2 (2004),spider man,http://www.imdb.com/title/tt0316654/,7.4,276838,7620,2004,video.movie,17,39,185,2069,1273,2,1588.00000,579.00000,1009,2167
titles02/index.html.1841,tt0325710,Last Samurai (2003),last samurai,http://www.imdb.com/title/tt0325710/,7.7,241462,9240,2003,video.movie,18,39,144,854,908,3,3057.00000,2417.70635,643,6361
titles02/index.html.2238,tt0325805,Tricks (2003),tricks,http://www.imdb.com/title/tt0325805/,7.3,89122,6960,2003,video.movie,0,0,83,139,325,3,4333.33333,1789.52626,2008,6361
titles03/index.html.3642,tt0333766,Garden State (2004),garden state,http://www.imdb.com/title/tt0333766/,7.7,165810,6120,2004,video.movie,12,26,66,50,976,3,4322.66667,1803.39649,1976,6361
titles02/index.html.3783,tt0338751,Aviator (2004),aviator,http://www.imdb.com/title/tt0338751/,7.5,198587,10200,2004,video.movie,55,71,102,1339,761,2,3523.00000,2838.00000,685,6361
titles02/index.html.4063,tt0340855,Monster (2003),monster,http://www.imdb.com/title/tt0340855/,7.3,83863,6540,2003,video.movie,20,13,34,1182,517,3,3018.00000,2424.77752,685,6361
titles02/index.html.203,tt0362227,Terminal (2004),terminal,http://www.imdb.com/title/tt0362227/,7.3,219483,7680,2004,video.movie,3,2,63,244,573,2,5496.00000,865.00000,4631,6361
titles03/index.html.3782,tt0362270,Die Tiefseetaucher (2004),die tiefseetaucher,http://www.imdb.com/title/tt0362270/,7.3,103434,7140,2004,video.movie,4,9,84,343,619,3,4313.00000,1815.98311,1947,6361
titles02/index.html.4124,tt0369339,Collateral (2004),collateral,http://www.imdb.com/title/tt0369339/,7.6,238914,7200,2004,video.movie,20,36,51,633,801,3,3458.00000,2052.73135,2005,6361
titles02/index.html.2542,tt0375063,Sideways (2004),sideways,http://www.imdb.com/title/tt0375063/,7.6,125398,7560,2004,video.movie,108,39,20,1218,811,3,4322.66667,1803.39649,1976,6361
titles02/index.html.4128,tt0375912,Layer Cake (2004),layer cake,http://www.imdb.com/title/tt0375912/,7.4,106830,6300,2004,video.movie,2,8,53,616,247,3,3458.00000,2052.73135,2005,6361
titles02/index.html.4014,tt0376541,Hautnah (2004),hautnah,http://www.imdb.com/title/tt0376541/,7.3,142422,6240,2004,video.movie,15,24,110,438,890,2,4168.50000,2192.50000,1976,6361
titles02/index.html.5399,tt0385004,House of Flying Daggers (2004),house of flying daggers,http://www.imdb.com/title/tt0385004/,7.6,76557,7140,2004,video.movie,21,39,32,300,411,3,3491.66667,2030.91200,1947,6361
titles02/index.html.3421,tt0090728,Big Trouble in Little China (1986),big trouble in little china,http://www.imdb.com/title/tt0090728/,7.3,70290,5940,1986,video.movie,0,0,29,289,298,3,2915.00000,1216.71470,1947,4631
titles02/index.html.2715,tt0091064,Die Fliege (1986),die fliege,http://www.imdb.com/title/tt0091064/,7.5,89158,5760,1986,video.movie,7,9,23,580,254,1,704.00000,0.00000,704,704
titles02/index.html.291,tt0091369,Die Reise ins Labyrinth (1986),die reise ins labyrinth,http://www.imdb.com/title/tt0091369/,7.4,71115,6060,1986,video.movie,0,3,74,344,434,3,1342.66667,428.10149,1009,1947
titles02/index.html.3442,tt0093409,Lethal Weapon - Zwei stahlharte Profis (1987),lethal weapon zwei stahlharte profis,http://www.imdb.com/title/tt0093409/,7.6,153985,6600,1987,video.movie,5,1,63,1749,234,2,2086.00000,81.00000,2005,2167
titles02/index.html.4379,tt0093822,Arizona Junior (1987),arizona junior,http://www.imdb.com/title/tt0093822/,7.5,80677,5640,1987,video.movie,1,2,29,369,245,2,3319.50000,1311.50000,2008,4631
titles03/index.html.1997,tt0093870,RoboCop (1987),robocop,http://www.imdb.com/title/tt0093870/,7.5,135552,6120,1987,video.movie,11,10,46,1605,402,2,2087.50000,79.50000,2008,2167
titles02/index.html.3164,tt0094291,Wall Street (1987),wall street,http://www.imdb.com/title/tt0094291/,7.4,98950,7560,1987,video.movie,9,3,53,45,204,2,4184.50000,2176.50000,2008,6361
titles02/index.html.3418,tt0094737,Big (1988),big,http://www.imdb.com/title/tt0094737/,7.3,115372,6240,1988,video.movie,12,11,30,13,178,3,4000.33333,2229.98974,1009,6361
titles03/index.html.2027,tt0095159,Ein Fisch namens Wanda (1988),ein fisch namens wanda,http://www.imdb.com/title/tt0095159/,7.6,92669,6480,1988,video.movie,8,15,53,198,172,2,3319.50000,1311.50000,2008,4631
titles03/index.html.2066,tt0096754,Abyss - Abgrund des Todes (1989),abyss abgrund des todes,http://www.imdb.com/title/tt0096754/,7.6,107051,8340,1989,video.movie,4,12,64,427,363,2,4154.00000,2207.00000,1947,6361
titles03/index.html.2071,tt0096895,Batman (1989),batman,http://www.imdb.com/title/tt0096895/,7.6,210971,7560,1989,video.movie,8,21,68,3404,752,2,1588.00000,579.00000,1009,2167
titles03/index.html.2085,tt0097351,Feld der Träume (1989),feld der tr ume,http://www.imdb.com/title/tt0097351/,7.6,71283,6420,1989,video.movie,6,9,47,498,296,3,2814.00000,2508.23962,1009,6361
titles02/index.html.3609,tt0097757,Arielle\, die Meerjungfrau (1989),arielle die meerjungfrau,http://www.imdb.com/title/tt0097757/,7.6,109694,4980,1989,video.movie,10,7,64,24,196,3,993.66667,71.05084,900,1072
titles03/index.html.2105,tt0097958,Hilfe\, es weihnachtet sehr (1989),hilfe es weihnachtet sehr,http://www.imdb.com/title/tt0097958/,7.5,81471,5820,1989,video.movie,0,0,34,424,233,1,4631.00000,0.00000,4631,4631
titles02/index.html.1562,tt0098635,Harry und Sally (1989),harry und sally,http://www.imdb.com/title/tt0098635/,7.6,118446,5760,1989,video.movie,4,14,52,855,245,3,4322.66667,1803.39649,1976,6361
titles02/index.html.2428,tt0099077,Zeit des Erwachens (1990),zeit des erwachens,http://www.imdb.com/title/tt0099077/,7.7,70252,7260,1990,video.movie,6,7,24,72,157,2,3523.00000,2838.00000,685,6361
titles02/index.html.35,tt0099088,Zurück in die Zukunft III (1990),zur ck in die zukunft iii,http://www.imdb.com/title/tt0099088/,7.4,182281,7080,1990,video.movie,4,8,54,90,232,2,3289.00000,1342.00000,1947,4631
titles03/index.html.2146,tt0099674,Der Pate - Teil III (1990),der pate teil iii,http://www.imdb.com/title/tt0099674/,7.6,191424,9720,1990,video.movie,4,13,243,68,516,3,3196.00000,2261.05418,1219,6361
titles03/index.html.2153,tt0099785,Kevin - Allein zu Haus (1990),kevin allein zu haus,http://www.imdb.com/title/tt0099785/,7.4,214100,6180,1990,video.movie,10,4,30,1258,255,2,2851.50000,1779.50000,1072,4631
titles02/index.html.3551,tt0099810,Jagd auf 'Roter Oktober' (1990),jagd auf roter oktober,http://www.imdb.com/title/tt0099810/,7.6,116767,8040,1990,video.movie,2,6,55,505,228,3,2039.66667,93.09971,1947,2167
titles03/index.html.2155,tt0099871,Jacob's Ladder - In der Gewalt des Jenseits (1990),jacob s ladder in der gewalt des jenseits,http://www.imdb.com/title/tt0099871/,7.6,60964,6780,1990,video.movie,2,0,22,99,328,3,2761.33333,2554.01727,704,6361
titles03/index.html.2175,tt0100802,Total Recall - Die totale Erinnerung (1990),total recall die totale erinnerung,http://www.imdb.com/title/tt0100802/,7.5,187348,6780,1990,video.movie,7,13,53,3132,364,2,2057.00000,110.00000,1947,2167
titles02/index.html.1774,tt0101540,Kap der Angst (1991),kap der angst,http://www.imdb.com/title/tt0101540/,7.3,102119,7680,1991,video.movie,6,11,34,488,246,1,2005.00000,0.00000,2005,2005
titles03/index.html.2249,tt0103873,Braindead (1992),braindead,http://www.imdb.com/title/tt0103873/,7.6,64939,5640,1992,video.movie,13,3,4,282,548,2,2667.50000,1963.50000,704,4631
titles03/index.html.2250,tt0103874,Bram Stokers Dracula (1992),bram stokers dracula,http://www.imdb.com/title/tt0103874/,7.5,112374,7680,1992,video.movie,9,13,51,1697,611,2,1340.00000,636.00000,704,1976
titles02/index.html.1359,tt0104257,Eine Frage der Ehre (1992),eine frage der ehre,http://www.imdb.com/title/tt0104257/,7.6,145459,8280,1992,video.movie,9,15,55,412,299,3,3196.00000,2261.05418,1219,6361
titles03/index.html.2280,tt0104952,Mein Vetter Winnie (1992),mein vetter winnie,http://www.imdb.com/title/tt0104952/,7.5,68772,7200,1992,video.movie,3,2,18,204,188,2,3319.50000,1311.50000,2008,4631
titles03/index.html.2313,tt0106677,Confusion - Sommer der Ausgeflippten (1993),confusion sommer der ausgeflippten,http://www.imdb.com/title/tt0106677/,7.7,89248,6120,1993,video.movie,0,0,24,792,371,2,5496.00000,865.00000,4631,6361
titles02/index.html.3899,tt0106856,Falling Down - Ein ganz normaler Tag (1993),falling down ein ganz normaler tag,http://www.imdb.com/title/tt0106856/,7.6,111160,6780,1993,video.movie,1,2,28,288,356,3,3458.00000,2052.73135,2005,6361
titles02/index.html.2431,tt0107818,Philadelphia (1993),philadelphia,http://www.imdb.com/title/tt0107818/,7.7,143684,7500,1993,video.movie,11,14,58,670,236,1,6361.00000,0.00000,6361,6361
titles02/index.html.6662,tt0109506,Die Krähe (1994),die kr he,http://www.imdb.com/title/tt0109506/,7.6,111838,6120,1994,video.movie,2,6,24,1045,519,2,1588.00000,579.00000,1009,2167
titles03/index.html.2401,tt0109686,Dumm und Dümmer (1994),dumm und d mmer,http://www.imdb.com/title/tt0109686/,7.3,217692,6420,1994,video.movie,4,3,55,875,409,1,4631.00000,0.00000,4631,4631
titles02/index.html.1304,tt0110148,Interview mit einem Vampir - Aus der Chronik der Vampire (1994),interview mit einem vampir aus der chronik der vampire,http://www.imdb.com/title/tt0110148/,7.6,193094,7380,1994,video.movie,19,18,47,606,383,2,1340.00000,636.00000,704,1976
titles03/index.html.2420,tt0110632,Natural Born Killers (1994),natural born killers,http://www.imdb.com/title/tt0110632/,7.3,138202,7080,1994,video.movie,3,4,51,596,565,2,4184.50000,2176.50000,2008,6361
titles03/index.html.1437,tt0073629,The Rocky Horror Picture Show (1975),the rocky horror picture show,http://www.imdb.com/title/tt0073629/,7.4,80386,6000,1975,video.movie,2,4,184,583,468,2,2525.00000,2106.00000,419,4631
titles03/index.html.1450,tt0074285,Carrie - Des Satans jüngste Tochter (1976),carrie des satans j ngste tochter,http://www.imdb.com/title/tt0074285/,7.4,96764,5880,1976,video.movie,4,4,54,14,453,2,1354.50000,650.50000,704,2005
titles03/index.html.1470,tt0075005,Das Omen (1976),das omen,http://www.imdb.com/title/tt0075005/,7.6,61463,6660,1976,video.movie,2,8,47,175,282,2,961.50000,257.50000,704,1219
titles02/index.html.2095,tt0075860,Unheimliche Begegnung der dritten Art (1977),unheimliche begegnung der dritten art,http://www.imdb.com/title/tt0075860/,7.7,109524,8220,1977,video.movie,15,33,90,786,307,2,4154.00000,2207.00000,1947,6361
titles03/index.html.1542,tt0078346,Superman (1978),superman,http://www.imdb.com/title/tt0078346/,7.4,100424,8580,1978,video.movie,13,16,73,2901,456,2,1588.00000,579.00000,1009,2167
titles02/index.html.1692,tt0079116,Flucht von Alcatraz (1979),flucht von alcatraz,http://www.imdb.com/title/tt0079116/,7.6,66636,6720,1979,video.movie,0,0,32,64,130,3,3018.00000,2424.77752,685,6361
titles03/index.html.1647,tt0082694,Mad Max 2 - Der Vollstrecker (1981),mad max der vollstrecker,http://www.imdb.com/title/tt0082694/,7.6,86747,5700,1981,video.movie,8,8,49,209,244,3,2039.66667,93.09971,1947,2167
titles03/index.html.1679,tt0083907,Tanz der Teufel (1981),tanz der teufel,http://www.imdb.com/title/tt0083907/,7.6,108160,5100,1981,video.movie,3,1,37,872,707,1,704.00000,0.00000,704,704
titles03/index.html.1683,tt0083944,Rambo (1982),rambo,http://www.imdb.com/title/tt0083944/,7.6,135369,5580,1982,video.movie,0,0,54,803,328,3,3491.66667,2030.91200,1947,6361
titles03/index.html.1692,tt0084516,Poltergeist (1982),poltergeist,http://www.imdb.com/title/tt0084516/,7.4,75781,6840,1982,video.movie,4,4,80,592,282,1,704.00000,0.00000,704,704
titles02/index.html.2060,tt0084805,Tootsie (1982),tootsie,http://www.imdb.com/title/tt0084805/,7.4,63675,6960,1982,video.movie,30,23,37,355,162,3,4322.66667,1803.39649,1976,6361
titles02/index.html.2702,tt0085959,Der Sinn des Lebens (1983),der sinn des lebens,http://www.imdb.com/title/tt0085959/,7.6,60984,6420,1983,video.movie,1,1,52,112,185,2,2525.00000,2106.00000,419,4631
titles02/index.html.2677,tt0086465,Die Glücksritter (1983),die gl cksritter,http://www.imdb.com/title/tt0086465/,7.5,79297,6960,1983,video.movie,3,4,20,345,139,1,4631.00000,0.00000,4631,4631
titles02/index.html.2875,tt0087469,Indiana Jones und der Tempel des Todes (1984),indiana jones und der tempel des todes,http://www.imdb.com/title/tt0087469/,7.6,229232,7080,1984,video.movie,4,19,62,296,479,2,2057.00000,110.00000,1947,2167
titles03/index.html.1817,tt0088323,Die unendliche Geschichte (1984),die unendliche geschichte,http://www.imdb.com/title/tt0088323/,7.4,74115,6120,1984,video.movie,5,7,44,213,266,3,3126.66667,2314.74841,1072,6361
titles02/index.html.3865,tt0061852,Das Dschungelbuch (1967),das dschungelbuch,http://www.imdb.com/title/tt0061852/,7.6,84514,4680,1967,video.movie,2,3,46,471,107,3,1306.33333,458.42944,900,1947
titles02/index.html.2180,tt0064276,Easy Rider (1969),easy rider,http://www.imdb.com/title/tt0064276/,7.4,61351,5700,1969,video.movie,10,10,58,698,346,1,6361.00000,0.00000,6361,6361
titles02/index.html.1693,tt0070034,Der Mann mit der Todeskralle (1973),der mann mit der todeskralle,http://www.imdb.com/title/tt0070034/,7.7,64271,6120,1973,video.movie,1,0,67,280,231,3,3512.00000,2015.59272,2008,6361
titles02/index.html.2818,tt0072271,Blutgericht in Texas (1974),blutgericht in texas,http://www.imdb.com/title/tt0072271/,7.5,72698,4980,1974,video.movie,1,0,6,403,768,1,704.00000,0.00000,704,704
titles02/index.html.3614,tt0053285,Dornröschen (1959),dornr schen,http://www.imdb.com/title/tt0053285/,7.4,64374,4500,1959,video.movie,1,3,47,1905,122,3,993.66667,71.05084,900,1072
titles02/index.html.3554,tt0055928,James Bond 007 jagt Dr. No (1962),james bond jagt dr no,http://www.imdb.com/title/tt0055928/,7.3,90712,6600,1962,video.movie,2,1,57,709,344,3,2040.66667,92.73738,1947,2167
